Department Name,Municipality Name,altitude_MIN,altitude_MAX,altitude_MEAN
NARIÑO,OSPINA,2817,2935,"2876,96155"
NARIÑO,SALAHONDA,10,29,"18,043305"
NARIÑO,POLICARPA,980,1110,"1057,017657"
NARIÑO,POTOSÍ,2725,2817,"2765,657955"
NARIÑO,PROVIDENCIA,2326,2437,"2364,77707"
NARIÑO,PUERRES,2696,2850,"2788,278199"
NARIÑO,PUPIALES,2942,3042,"2996,17383"
NARIÑO,RICAURTE,1148,1287,"1211,091807"
NARIÑO,SAN JOSÉ,39,62,"54,18556"
NARIÑO,SAMANIEGO,1420,1654,"1531,326246"
NARIÑO,SANDONÁ,1759,1922,"1827,668591"
NARIÑO,SAN BERNARDO,1899,2026,"1972,742262"
NARIÑO,SAN LORENZO,2060,2142,"2094,484519"
NARIÑO,SAN PABLO,1675,1845,"1733,031239"
NARIÑO,SAN PEDRO DE CARTAGO,2053,2142,"2100,768046"
NARIÑO,ISCUANDÉ,14,46,"21,924249"
NARIÑO,GUACHAVÉS,2566,2705,"2644,417461"
NARIÑO,SAPUYES,2980,3064,"3017,310039"
NARIÑO,TAMINANGO,1524,1619,"1564,990574"
NARIÑO,TANGUA,2366,2558,"2458,394461"
NARIÑO,"SAN ANDRÉS DE TUMACO, DISTRITO ESPECIAL, INDUSTRIAL, PORTUARIO, BIODIVERSO Y ECOTURÍSTICO",2,83,"18,949274"
NARIÑO,TÚQUERRES,2965,3208,"3061,536571"
NARIÑO,YACUANQUER,2687,2771,"2731,808604"
NORTE DE SANTANDER,SAN JOSÉ DE CÚCUTA,231,462,"316,183302"
NORTE DE SANTANDER,ÁBREGO,1360,1417,"1392,004489"
NORTE DE SANTANDER,ARBOLEDAS,919,1010,"946,146717"
NORTE DE SANTANDER,BOCHALEMA,991,1152,"1056,607082"
NORTE DE SANTANDER,BUCARASICA,1082,1303,"1151,213457"
NORTE DE SANTANDER,CÁCOTA,2369,2502,"2419,006623"
NORTE DE SANTANDER,CÁCHIRA,1947,2057,"2000,461483"
NORTE DE SANTANDER,CHINÁCOTA,1090,1389,"1249,383867"
NORTE DE SANTANDER,CHITAGÁ,2259,2410,"2325,8723"
NORTE DE SANTANDER,CONVENCIÓN,919,1239,"1072,634772"
NORTE DE SANTANDER,CUCUTILLA,1259,1382,"1292,757801"
NORTE DE SANTANDER,DURANIA,902,1015,"953,727817"
NORTE DE SANTANDER,EL CARMEN,644,786,"712,121275"
NORTE DE SANTANDER,EL TARRA,181,257,"206,773061"
NORTE DE SANTANDER,EL ZULIA,198,255,"221,892141"
NORTE DE SANTANDER,GRAMALOTE,1375,1581,"1468,167363"
NORTE DE SANTANDER,HACARÍ,1026,1201,"1094,528398"
NORTE DE SANTANDER,HERRÁN,1890,2037,"1967,128372"
NORTE DE SANTANDER,LABATECA,1453,1687,"1590,5"
NORTE DE SANTANDER,LA ESPERANZA,161,210,"180,148497"
NORTE DE SANTANDER,LA PLAYA,1420,1474,"1437,562849"
NORTE DE SANTANDER,LOS PATIOS,328,581,"406,186545"
NORTE DE SANTANDER,LOURDES,1354,1460,"1409,737885"
NORTE DE SANTANDER,MUTISCUA,2552,2677,"2607,239488"
NORTE DE SANTANDER,OCAÑA,1121,1305,"1193,676832"
NORTE DE SANTANDER,PAMPLONA,2230,2742,"2372,079775"
NORTE DE SANTANDER,PAMPLONITA,1681,1849,"1754,545356"
NORTE DE SANTANDER,PUERTO SANTANDER,32,52,"45,654878"
NORTE DE SANTANDER,RAGONVALIA,1470,1674,"1570,082306"
NORTE DE SANTANDER,SALAZAR DE LAS PALMAS,815,1038,"883,663615"
NORTE DE SANTANDER,SAN CALIXTO,1575,1854,"1676,068773"
NORTE DE SANTANDER,SAN CAYETANO,229,281,"248,94755"
NORTE DE SANTANDER,SANTIAGO,400,433,"412,831481"
NORTE DE SANTANDER,SARDINATA,278,367,"309,213857"
NORTE DE SANTANDER,SILOS,2634,2807,"2724,577725"
NORTE DE SANTANDER,TEORAMA,1048,1107,"1086,872399"
NORTE DE SANTANDER,TIBÚ,42,89,"64,095968"
NORTE DE SANTANDER,TOLEDO,1535,1712,"1641,754623"
NORTE DE SANTANDER,VILLA CARO,1493,1764,"1619,17757"
NORTE DE SANTANDER,VILLA DEL ROSARIO,319,582,"400,735103"
QUINDIO,ARMENIA,1304,1693,"1477,083078"
QUINDIO,BUENAVISTA,1466,1556,"1499,320423"
QUINDIO,CALARCÁ,1450,1667,"1533,742575"
QUINDIO,CIRCASIA,1695,1869,"1788,621912"
QUINDIO,CÓRDOBA,1447,1601,"1515,71757"
QUINDIO,FILANDIA,1841,1949,"1918,082807"
QUINDIO,GÉNOVA,1405,1547,"1475,76761"
QUINDIO,LA TEBAIDA,1187,1239,"1216,433089"
QUINDIO,MONTENEGRO,1257,1380,"1312,293296"
QUINDIO,PIJAO,1631,1800,"1694,913341"
QUINDIO,QUIMBAYA,1272,1353,"1325,85203"
QUINDIO,SALENTO,1937,2074,"2007,072895"
RISARALDA,PEREIRA,1183,1628,"1371,342078"
RISARALDA,APÍA,1480,1783,"1630,905087"
RISARALDA,BALBOA,1505,1713,"1618,72806"
RISARALDA,BELÉN DE UMBRÍA,1422,1607,"1506,889033"
RISARALDA,DOSQUEBRADAS,1321,1630,"1479,142709"
RISARALDA,GUÁTICA,1819,2016,"1911,816101"
RISARALDA,LA CELIA,1382,1496,"1427,528238"
RISARALDA,LA VIRGINIA,907,948,"926,847143"
RISARALDA,MARSELLA,1524,1701,"1594,885658"
RISARALDA,MISTRATÓ,1507,1638,"1536,88017"
RISARALDA,PUEBLO RICO,1515,1638,"1579,207455"
RISARALDA,QUINCHÍA,1783,1953,"1871,729596"
RISARALDA,SANTA ROSA DE CABAL,1565,1824,"1690,324863"
RISARALDA,SANTUARIO,1523,1798,"1642,737061"
SANTANDER,BUCARAMANGA,615,1400,"862,714907"
SANTANDER,AGUADA,1732,1823,"1775,626359"
SANTANDER,ALBANIA,1544,1713,"1648,708904"
SANTANDER,ARATOCA,1741,1892,"1789,323179"
SANTANDER,BARBOSA,1506,1694,"1591,785632"
SANTANDER,BARICHARA,1190,1392,"1296,655846"
SANTANDER,BARRANCABERMEJA,55,121,"86,823844"
SANTANDER,BETULIA,1781,1903,"1833,688634"
SANTANDER,BOLÍVAR,2128,2213,"2155,753142"
SANTANDER,CABRERA,917,1051,"1004,590828"
SANTANDER,CALIFORNIA,1965,2120,"2030,905782"
SANTANDER,CAPITANEJO,1066,1195,"1114,785232"
SANTANDER,CARCASÍ,2086,2200,"2144,53001"
SANTANDER,CEPITÁ,659,688,"673,920655"
SANTANDER,CERRITO,2422,2669,"2513,121065"
SANTANDER,CHARALÁ,1254,1371,"1299,369457"
SANTANDER,CHARTA,1945,2033,"1995,542161"
SANTANDER,CHIMA,1131,1220,"1163,630708"
SANTANDER,CHIPATÁ,1771,1846,"1808,154033"
SANTANDER,CIMITARRA,151,225,"170,978589"
SANTANDER,CONCEPCIÓN,1977,2098,"2036,359756"
SANTANDER,CONFINES,1502,1554,"1518,017906"
SANTANDER,CONTRATACIÓN,1635,1753,"1684,831874"
SANTANDER,COROMORO,1521,1582,"1550,729445"
SANTANDER,CURITÍ,1457,1573,"1494,741904"
SANTANDER,EL CARMEN DE CHUCURÍ,712,790,"764,709752"
SANTANDER,EL GUACAMAYO,1960,2029,"1992,013076"
SANTANDER,EL PEÑÓN,2534,2621,"2563,98681"
SANTANDER,EL PLAYÓN,430,498,"444,651424"
SANTANDER,ENCINO,1821,1904,"1865,12129"
SANTANDER,ENCISO,1536,1627,"1586,088454"
SANTANDER,FLORIÁN,1598,1715,"1660,576987"
SANTANDER,FLORIDABLANCA,750,1126,"908,289826"
SANTANDER,GALÁN,910,1012,"948,668241"
SANTANDER,GÁMBITA,1886,1974,"1920,104542"
SANTANDER,GIRÓN,671,908,"724,875145"
SANTANDER,GUACA,2271,2430,"2345,112724"
SANTANDER,GUADALUPE,1393,1487,"1448,832206"
SANTANDER,GUAPOTÁ,1438,1540,"1481,261066"
SANTANDER,GUAVATÁ,1949,2026,"1988,222342"
SANTANDER,GÜEPSA,1455,1659,"1547,057815"
SANTANDER,HATO,1292,1388,"1343,437193"
SANTANDER,JESÚS MARÍA,1855,1954,"1896,696702"
SANTANDER,JORDÁN,447,458,"451,884615"
SANTANDER,LA BELLEZA,2155,2257,"2207,207963"
SANTANDER,LANDÁZURI,823,1009,"932,485952"
SANTANDER,LA PAZ,1899,1946,"1920,282768"
SANTANDER,LEBRIJA,1005,1107,"1033,800735"
SANTANDER,LOS SANTOS,1273,1360,"1305,27741"
SANTANDER,MACARAVITA,2278,2377,"2322,607619"
SANTANDER,MÁLAGA,2174,2377,"2232,44037"
SANTANDER,MATANZA,1536,1640,"1589,973402"
SANTANDER,MOGOTES,1675,1716,"1699,379338"
SANTANDER,MOLAGAVITA,2165,2308,"2219,682875"
SANTANDER,OCAMONTE,1382,1444,"1407,869021"
SANTANDER,OIBA,1410,1583,"1462,440074"
SANTANDER,ONZAGA,1920,2053,"1963,798326"
SANTANDER,PALMAR,883,935,"903,325158"
SANTANDER,PALMAS DEL SOCORRO,1139,1231,"1182,579371"
SANTANDER,PÁRAMO,1385,1442,"1417,527709"
SANTANDER,PIEDECUESTA,931,1154,"1017,815373"
SANTANDER,PINCHOTE,1169,1256,"1215,856655"
SANTANDER,PUENTE NACIONAL,1596,1721,"1649,312104"
SANTANDER,PUERTO PARRA,96,108,"102,668121"
SANTANDER,PUERTO WILCHES,51,77,"66,417942"
SANTANDER,RIONEGRO,629,794,"671,562263"
SANTANDER,SABANA DE TORRES,117,156,"136,338005"
SANTANDER,SAN ANDRÉS,1548,1692,"1635,377771"
SANTANDER,SAN BENITO,1343,1412,"1373,225962"
SANTANDER,SAN GIL,1049,1320,"1170,792906"
SANTANDER,SAN JOAQUÍN,1964,2045,"1994,684167"
SANTANDER,SAN JOSÉ DE MIRANDA,1953,2052,"2003,885662"
SANTANDER,SAN MIGUEL,1885,1977,"1936,716602"
SANTANDER,SAN VICENTE DE CHUCURÍ,553,813,"650,205287"
SANTANDER,SANTA BÁRBARA,1879,1950,"1916,252855"
SANTANDER,SANTA HELENA DEL OPÓN,1029,1133,"1081,668297"
SANTANDER,SIMACOTA,1044,1139,"1078,85028"
SANTANDER,SOCORRO,1118,1415,"1276,719301"
SANTANDER,SUAITA,1589,1706,"1643,289187"
SANTANDER,SUCRE,2133,2243,"2186,738508"
SANTANDER,SURATÁ,1727,1815,"1766,854214"
SANTANDER,TONA,1822,1916,"1873,947951"
SANTANDER,VALLE DE SAN JOSÉ,1194,1292,"1242,465753"
SANTANDER,VÉLEZ,2001,2309,"2153,126683"
SANTANDER,VETAS,3154,3333,"3249,751011"
SANTANDER,VILLANUEVA,1438,1531,"1468,397871"
SANTANDER,ZAPATOCA,1572,1801,"1706,002596"
SUCRE,SINCELEJO,143,260,"198,992917"
SUCRE,BUENAVISTA,78,113,"97,009292"
SUCRE,CAIMITO,15,31,"24,026526"
SUCRE,RICAURTE (COLOSÓ),124,168,"145,147387"
SUCRE,COROZAL,137,182,"155,31828"
SUCRE,COVEÑAS,0,33,"8,635459"
SUCRE,CHALÁN,262,339,"287,408494"
SUCRE,EL ROBLE,75,104,"88,663815"
SUCRE,GALERAS,66,101,"82,676443"
SUCRE,GUARANDA,13,31,"22,336489"
SUCRE,LA UNIÓN,37,82,"58,68996"
SUCRE,LOS PALMITOS,166,203,"181,499682"
SUCRE,MAJAGUAL,10,31,"19,426991"
SUCRE,MORROA,150,181,"162,583427"
SUCRE,OVEJAS,220,286,"250,070954"
SUCRE,PALMITO,25,41,"33,357393"
SUCRE,SAMPUÉS,136,178,"157,516669"
SUCRE,SAN BENITO ABAD,14,29,"20,289949"
SUCRE,BETULIA,125,152,"138,084234"
SUCRE,SAN MARCOS,13,38,"25,409417"
SUCRE,SAN ONOFRE,16,46,"29,241435"
SUCRE,SAN PEDRO,124,154,"138,062023"
SUCRE,SINCÉ,113,151,"133,106185"
SUCRE,SUCRE,0,22,"13,56247"
SUCRE,SANTIAGO DE TOLÚ,0,19,"4,365622"
SUCRE,TOLUVIEJO,41,87,"59,289637"
TOLIMA,IBAGUÉ,860,1624,"1131,033565"
TOLIMA,ALPUJARRA,1294,1372,"1328,505395"
TOLIMA,ALVARADO,409,449,"433,750684"
TOLIMA,AMBALEMA,227,302,"254,533327"
TOLIMA,ANZOÁTEGUI,1906,2002,"1964,184831"
TOLIMA,GUAYABAL,291,316,"300,453776"
TOLIMA,ATACO,459,492,"471,984463"
TOLIMA,CAJAMARCA,1775,1974,"1860,196162"
TOLIMA,CARMEN DE APICALÁ,316,362,"334,337959"
TOLIMA,CASABIANCA,2010,2106,"2057,382283"
TOLIMA,CHAPARRAL,762,941,"862,470962"
TOLIMA,COELLO,278,323,"308,30316"
TOLIMA,COYAIMA,357,402,"377,684421"
TOLIMA,CUNDAY,459,521,"475,511793"
TOLIMA,DOLORES,1373,1589,"1452,141862"
TOLIMA,EL ESPINAL,322,353,"337,664222"
TOLIMA,FALAN,915,1061,"993,978377"
TOLIMA,FLANDES,270,323,"302,591982"
TOLIMA,FRESNO,1311,1668,"1514,642726"
TOLIMA,GUAMO,322,350,"334,749068"
TOLIMA,HERVEO,2255,2361,"2321,957075"
TOLIMA,HONDA,204,329,"265,475031"
TOLIMA,ICONONZO,1227,1411,"1315,279429"
TOLIMA,LÉRIDA,326,397,"366,329671"
TOLIMA,LÍBANO,1463,1792,"1590,921305"
TOLIMA,SAN SEBASTIÁN DE MARIQUITA,456,648,"494,577999"
TOLIMA,MELGAR,303,472,"356,247168"
TOLIMA,MURILLO,2923,3054,"3007,967557"
TOLIMA,NATAGAIMA,330,354,"342,243398"
TOLIMA,ORTEGA,382,431,"403,370308"
TOLIMA,PALOCABILDO,1405,1558,"1485,962096"
TOLIMA,PIEDRAS,380,430,"407,936753"
TOLIMA,PLANADAS,1169,1327,"1235,505675"
TOLIMA,PRADO,319,347,"331,354279"
TOLIMA,PURIFICACIÓN,297,354,"320,868696"
TOLIMA,RIOBLANCO,1015,1121,"1062,047059"
TOLIMA,RONCESVALLES,2575,2636,"2611,845144"
TOLIMA,ROVIRA,835,980,"907,577867"
TOLIMA,SALDAÑA,312,336,"328,200186"
TOLIMA,SAN ANTONIO,1392,1586,"1461,828262"
TOLIMA,SAN LUIS,479,510,"494,478135"
TOLIMA,SANTA ISABEL,2236,2351,"2282,362716"
TOLIMA,SUÁREZ,287,314,"305,683246"
TOLIMA,VALLE DE SAN JUAN,593,656,"607,764205"
TOLIMA,VENADILLO,340,368,"353,525021"
TOLIMA,VILLAHERMOSA,1980,2101,"2055,426157"
TOLIMA,VILLARRICA,1092,1246,"1173,312789"
VALLE DEL CAUCA,"SANTIAGO DE CALI, DISTRITO ESPECIAL, DEPORTIVO, CULTURAL, TURÍSTICO, EMPRESARIAL Y DE SERVICIOS",943,1561,"1017,218302"
VALLE DEL CAUCA,ALCALÁ,1239,1294,"1265,328046"
VALLE DEL CAUCA,ANDALUCÍA,963,1006,"982,707381"
VALLE DEL CAUCA,ANSERMANUEVO,938,1041,"980,072372"
VALLE DEL CAUCA,ARGELIA,1498,1602,"1543,096628"
VALLE DEL CAUCA,BOLÍVAR,950,1024,"962,043867"
VALLE DEL CAUCA,"BUENAVENTURA, DISTRITO ESPECIAL, INDUSTRIAL, PORTUARIO, BIODIVERSO Y ECOTURÍSTICO",6,93,"38,341849"
VALLE DEL CAUCA,GUADALAJARA DE BUGA,946,1108,"1001,577018"
VALLE DEL CAUCA,BUGALAGRANDE,961,993,"973,217879"
VALLE DEL CAUCA,CAICEDONIA,1111,1251,"1182,140696"
VALLE DEL CAUCA,DARIÉN,1496,1658,"1556,337"
VALLE DEL CAUCA,CANDELARIA,998,1021,"1005,74674"
VALLE DEL CAUCA,CARTAGO,925,1009,"944,85853"
VALLE DEL CAUCA,DAGUA,835,996,"894,850937"
VALLE DEL CAUCA,EL ÁGUILA,1701,2018,"1866,715127"
VALLE DEL CAUCA,EL CAIRO,1889,1990,"1941,990658"
VALLE DEL CAUCA,EL CERRITO,1003,1044,"1019,230425"
VALLE DEL CAUCA,EL DOVIO,1438,1593,"1462,650864"
VALLE DEL CAUCA,FLORIDA,1051,1097,"1070,970377"
VALLE DEL CAUCA,GINEBRA,1041,1075,"1058,864546"
VALLE DEL CAUCA,GUACARÍ,988,1016,"1001,236966"
VALLE DEL CAUCA,JAMUNDÍ,976,1067,"999,202627"
VALLE DEL CAUCA,LA CUMBRE,1495,1652,"1587,458826"
VALLE DEL CAUCA,LA UNIÓN,940,1093,"982,153396"
VALLE DEL CAUCA,LA VICTORIA,924,1011,"949,448085"
VALLE DEL CAUCA,OBANDO,949,999,"960,587256"
VALLE DEL CAUCA,PALMIRA,1008,1072,"1034,476573"
VALLE DEL CAUCA,PRADERA,1061,1112,"1086,009745"
VALLE DEL CAUCA,RESTREPO,1401,1454,"1424,381364"
VALLE DEL CAUCA,RIOFRÍO,958,1015,"971,216291"
VALLE DEL CAUCA,ROLDANILLO,949,1104,"973,208651"
VALLE DEL CAUCA,SAN PEDRO,995,1064,"1015,143648"
VALLE DEL CAUCA,SEVILLA,1545,1734,"1650,934293"
VALLE DEL CAUCA,TORO,960,1046,"980,552455"
VALLE DEL CAUCA,TRUJILLO,1301,1406,"1343,891767"
VALLE DEL CAUCA,TULUÁ,974,1073,"1005,852466"
VALLE DEL CAUCA,ULLOA,1358,1457,"1398,659269"
VALLE DEL CAUCA,VERSALLES,1796,1963,"1879,033624"
VALLE DEL CAUCA,VIJES,976,1096,"1002,476062"
VALLE DEL CAUCA,YOTOCO,962,1010,"981,02071"
VALLE DEL CAUCA,YUMBO,963,1290,"1004,831837"
VALLE DEL CAUCA,ZARZAL,932,996,"949,399532"
ARAUCA,ARAUCA,105,131,"122,190647"
ARAUCA,ARAUQUITA,145,161,"152,540037"
ARAUCA,CRAVO NORTE,93,107,"98,498087"
ARAUCA,FORTUL,215,252,"234,504011"
ARAUCA,PUERTO RONDÓN,126,139,"132,81937"
ARAUCA,SARAVENA,187,265,"222,726169"
ARAUCA,TAME,262,444,"354,722782"
CASANARE,YOPAL,288,489,"333,019941"
CASANARE,AGUAZUL,273,324,"287,993279"
CASANARE,CHÁMEZA,1107,1190,"1145,972999"
CASANARE,HATO COROZAL,242,268,"255,971599"
CASANARE,LA SALINA,1453,1662,"1541,76905"
CASANARE,MANÍ,171,189,"181,169889"
CASANARE,MONTERREY,407,495,"455,875699"
CASANARE,NUNCHÍA,379,449,"398,680204"
CASANARE,OROCUÉ,118,142,"132,234463"
CASANARE,PAZ DE ARIPORO,249,315,"273,314197"
CASANARE,PORE,272,306,"287,978235"
CASANARE,RECETOR,741,860,"792,348387"
CASANARE,SABANALARGA,465,498,"483,156489"
CASANARE,SÁCAMA,1205,1373,"1321,110431"
CASANARE,SAN LUIS DE PALENQUE,163,180,"172,735975"
CASANARE,TÁMARA,1073,1173,"1118,085121"
CASANARE,TAURAMENA,450,487,"467,167216"
CASANARE,TRINIDAD,161,177,"167,45594"
CASANARE,VILLANUEVA,260,318,"293,726289"
PUTUMAYO,MOCOA,585,819,"676,189959"
PUTUMAYO,COLÓN,2099,2186,"2122,64696"
PUTUMAYO,ORITO,335,393,"360,160355"
PUTUMAYO,PUERTO ASÍS,267,289,"273,928361"
PUTUMAYO,PUERTO CAICEDO,284,311,"295,458569"
PUTUMAYO,PUERTO GUZMÁN,283,304,"293,703287"
PUTUMAYO,PUERTO LEGUÍZAMO,191,218,"204,050815"
PUTUMAYO,SIBUNDOY,2109,2191,"2134,122474"
PUTUMAYO,SAN FRANCISCO,2152,2246,"2188,487054"
PUTUMAYO,LA DORADA,319,339,"324,763796"
PUTUMAYO,SANTIAGO,2107,2249,"2142,410387"
PUTUMAYO,LA HORMIGA,326,364,"339,459999"
PUTUMAYO,VILLAGARZÓN,428,500,"445,312957"
"Archipiélago de San Andrés, Providencia y Santa Catalina",F,,,
"Archipiélago de San Andrés, Providencia y Santa Catalina",F,,,
AMAZONAS,LETICIA,58,118,"95,792427"
AMAZONAS,F,,,
AMAZONAS,F,,,
AMAZONAS,F,,,
AMAZONAS,F,,,
AMAZONAS,F,,,
AMAZONAS,F,,,
AMAZONAS,F,,,
AMAZONAS,PUERTO NARIÑO,82,121,"99,297417"
AMAZONAS,F,,,
AMAZONAS,F,,,
GUAINÍA,INÍRIDA,72,110,"91,292236"
GUAINÍA,F,,,,
GUAINÍA,F,,,,
GUAINÍA,F,,,,
GUAINÍA,F,,,,
GUAINÍA,F,,,,
GUAINÍA,F,,,,
GUAINÍA,F,,,,
GUAINÍA,F,,,,
GUAVIARE,SAN JOSÉ DEL GUAVIARE,181,214,"200,990218"
GUAVIARE,CALAMAR,230,246,"237,476226"
GUAVIARE,EL RETORNO,204,232,"214,67659"
GUAVIARE,MIRAFLORES,205,239,"227,337531"
VAUPÉS,MITÚ,175,201,"183,95694"
VAUPÉS,CARURÚ,207,239,"219,093723"
VAUPÉS,F,,,,
VAUPÉS,TARAIRA,124,156,"137,515855"
VAUPÉS,F,,,,
VAUPÉS,F,,,,
VICHADA,PUERTO CARREÑO,25,79,"43,238541"
VICHADA,LA PRIMAVERA,96,130,"114,944977"
VICHADA,SANTA ROSALÍA,108,125,"116,188453"
VICHADA,CUMARIBO,149,169,"157,910636"
